qa_status,readiness_score,recommended_action,name,current_brand,proposed_brand,sku,ean,price_czk,current_category,proposed_category,category_confidence,current_form,proposed_form,form_confidence,active_ingredients_suggested,target_groups_suggested,diet_flags_suggested,critical_issues,warnings,vitar_url,nasevitaminy_url,cross_source_recoverable_fields,url
ready,91,keep_in_main_pim,Revital C vitamin 1000 mg - pomeranč,Revital,Revital,41200019,8595011124446,109.0,Imunita a nachlazení,Imunita a nachlazení,medium,Neurčeno,Šumivé tablety,medium,,,,,"form_inferred_needs_check, missing_need_states",,https://www.nasevitaminy.cz/revital-c-vitamin-1000-mg-pomeranc,,https://www.nasevitaminy.cz/revital-c-vitamin-1000-mg-pomeranc
review,80,keep_in_main_pim,Revital C vitamin 500 mg,Revital,Revital,00000002,,,Imunita a nachlazení,Imunita a nachlazení,high,Šumivé tablety,Šumivé tablety,high,rakytník,,,,"missing_ean, missing_price, missing_need_states",https://www.vitar.cz/revital-vitamin-c-500-mg/,,,https://www.vitar.cz/revital-vitamin-c-500-mg/
ready,91,keep_in_main_pim,Revital C vitamin 500 mg - jahoda,Revital,Revital,41200018,8595011124422,89.0,Imunita a nachlazení,Imunita a nachlazení,medium,Neurčeno,Šumivé tablety,medium,,,,,"form_inferred_needs_check, missing_need_states",,https://www.nasevitaminy.cz/revital-c-vitamin-500-mg-lesni-jahoda,,https://www.nasevitaminy.cz/revital-c-vitamin-500-mg-lesni-jahoda
ready,91,keep_in_main_pim,Revital C vitamin 500 mg - pomeranč,Revital,Revital,41200017,8595011124408,89.0,Imunita a nachlazení,Imunita a nachlazení,medium,Neurčeno,Šumivé tablety,medium,,,,,"form_inferred_needs_check, missing_need_states",,https://www.nasevitaminy.cz/revital-c-vitamin-500-mg-pomeranc,,https://www.nasevitaminy.cz/revital-c-vitamin-500-mg-pomeranc
review,80,keep_in_main_pim,Revital Multi,Revital,Revital,00000004,,,Imunita a nachlazení,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,,,,,"missing_ean, missing_price, missing_need_states",https://www.vitar.cz/revital-multi/,,,https://www.vitar.cz/revital-multi/
ready,95,keep_in_main_pim,Revital Multi - malina,Revital,Revital,41200022,8595011124507,104.0,Imunita a nachlazení,Imunita a nachlazení,medium,Neurčeno,Šumivé tablety,medium,,,,,form_inferred_needs_check,,https://www.nasevitaminy.cz/revital-multi-malina,,https://www.nasevitaminy.cz/revital-multi-malina
ready,95,keep_in_main_pim,Revital Multi - pomeranč,Revital,Revital,41200021,8595011124484,104.0,Imunita a nachlazení,Imunita a nachlazení,medium,Neurčeno,Šumivé tablety,medium,,,,,form_inferred_needs_check,,https://www.nasevitaminy.cz/revital-multi-pomeranc,,https://www.nasevitaminy.cz/revital-multi-pomeranc
review,75,keep_in_main_pim,Revital L-Tryptofan forte,Revital,Revital,42200070,8595011123135,180.0,Močové cesty,"Energie, stres, spánek",medium,Neurčeno,Neurčeno,low,hořčík,,,,"missing_form, category_recommended_change, missing_info_available_on_other_source",https://www.vitar.cz/vitar-l-tryptofan-forte/,https://www.nasevitaminy.cz/vitar-l-tryptofan-forte,form,https://www.nasevitaminy.cz/vitar-l-tryptofan-forte
ready,100,keep_in_main_pim,Revital Botanicals Energie a Vitalita,Revital Botanicals,Revital Botanicals,41201101,8595011146547,119.0,"Energie, stres, spánek","Energie, stres, spánek",medium,Šumivé tablety,Šumivé tablety,high,,,,,,https://www.vitar.cz/revital-botanicals-energie-a-vitalita/,https://www.nasevitaminy.cz/revital-botanicals-energia-a-vitalita-20eff,,https://www.nasevitaminy.cz/revital-botanicals-energia-a-vitalita-20eff
ready,100,keep_in_main_pim,Revital Botanicals Spánek a Uklidnění,Revital Botanicals,Revital Botanicals,41201102,8595011146561,119.0,"Energie, stres, spánek","Energie, stres, spánek",medium,Šumivé tablety,Šumivé tablety,high,,,,,,https://www.vitar.cz/revital-botanicals-spanek-a-uklidneni/,https://www.nasevitaminy.cz/revital-botanicals-spanok-a-upokojenie20eff,,https://www.nasevitaminy.cz/revital-botanicals-spanok-a-upokojenie20eff
review,84,keep_in_main_pim,Revital Botanicals Hořčík + B6,Revital Botanicals,Revital Botanicals,41201107,,,Hořčík a minerály,Hořčík a minerály,high,Šumivé tablety,Šumivé tablety,high,hořčík,,,,"missing_ean, missing_price",https://www.vitar.cz/revital-botanicals-horcik-b6/,,,https://www.vitar.cz/revital-botanicals-horcik-b6/
ready,100,keep_in_main_pim,Revital Botanicals Hořčík + B6,Revital Botanicals,Revital Botanicals,41201107,8595011146981,109.0,Hořčík a minerály,Hořčík a minerály,medium,Šumivé tablety,Šumivé tablety,high,hořčík,,,,,,https://www.nasevitaminy.cz/revital-botanicals-magnesium-20-eff,,https://www.nasevitaminy.cz/revital-botanicals-magnesium-20-eff
ready,88,keep_in_main_pim,Revital Botanicals Multivitamín + Minerály | Šumivé tablety s extrakty,Revital Botanicals,Revital Botanicals,41201104,8595011146929,119.0,Hořčík a minerály,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,,,bez cukru,,"category_recommended_change, missing_need_states",https://www.vitar.cz/revital-botanicals-multivitamin-mineraly/,https://www.nasevitaminy.cz/revital-botanicals-multivitamin-mineraly,,https://www.nasevitaminy.cz/revital-botanicals-multivitamin-mineraly
review,80,keep_in_main_pim,Revital Botanicals Multivitamin rakytník + červený pomeranč,Revital Botanicals,Revital Botanicals,41201103,,,Imunita a nachlazení,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,rakytník,,,,"missing_ean, missing_price, missing_need_states",https://www.vitar.cz/revital-botanicals-multivitamin-rakytnik-cerveny-pomeranc/,,,https://www.vitar.cz/revital-botanicals-multivitamin-rakytnik-cerveny-pomeranc/
ready,96,keep_in_main_pim,Revital Botanicals Multivitamín,Revital Botanicals,Revital Botanicals,41201103,8595011146585,99.0,Imunita a nachlazení,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,rakytník,,,,missing_need_states,,https://www.nasevitaminy.cz/revital-botanicals-multivitamin-20-eff-tbl,,https://www.nasevitaminy.cz/revital-botanicals-multivitamin-20-eff-tbl
ready,100,keep_in_main_pim,Revital Botanicals Vitamin C 1000 mg,Revital Botanicals,Revital Botanicals,41201106,8595011146967,119.0,Imunita a nachlazení,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,vitamin C,,,,,https://www.vitar.cz/revital-botanicals-vitamin-c-1000-mg/,https://www.nasevitaminy.cz/revital-botanicals-vit-c-1000-mg-20-eff,,https://www.nasevitaminy.cz/revital-botanicals-vit-c-1000-mg-20-eff
ready,100,keep_in_main_pim,Revital Botanicals Vitamin C 500 mg,Revital Botanicals,Revital Botanicals,41201105,8595011146943,99.0,Imunita a nachlazení,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,vitamin C,,,,,https://www.vitar.cz/revital-botanicals-vitamin-c-500-mg/,https://www.nasevitaminy.cz/revital-botanicals-vitamin-c-500-mg-20-eff,,https://www.nasevitaminy.cz/revital-botanicals-vitamin-c-500-mg-20-eff
ready,100,keep_in_main_pim,Revitalon Forte (30 kapslí),Revitalon,Revitalon,42200080,8595011128598,183.2,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Kapsle,Kapsle,high,,ženy,,,,https://www.vitar.cz/revitalon-forte/,https://www.nasevitaminy.cz/revitalon-forte,,https://www.nasevitaminy.cz/revitalon-forte
ready,100,keep_in_main_pim,Revitalon Forte - výhodné balení (90 + 30 kapslí ZDARMA),Revitalon,Revitalon,42200082,8595011128628,503.2,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Kapsle,Kapsle,high,,ženy,,,,https://www.vitar.cz/revitalon-forte-vyhodne-baleni-90-30-kapsli-zdarma/,https://www.nasevitaminy.cz/revitalon-forte-vyhodne-baleni-90-30-kapsli-zdarma,,https://www.nasevitaminy.cz/revitalon-forte-vyhodne-baleni-90-30-kapsli-zdarma
ready,100,keep_in_main_pim,Revitalon Kofeinový šampon,Revitalon,Revitalon,49000001,8595011136623,143.2,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Nápoj,Nápoj,high,,ženy,,,,https://www.vitar.cz/revitalon-kofeinovy-sampon/,https://www.nasevitaminy.cz/revitalon-kofeinovy-sampon,,https://www.nasevitaminy.cz/revitalon-kofeinovy-sampon
ready,93,keep_in_main_pim,Revitalon Revitalon Mořský kolagen DRINK 4 000 mg,Revitalon,Revitalon,43200501,8595011145007,583.2,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Neurčeno,Nápoj,medium,kolagen,ženy,,,"form_inferred_needs_check, missing_info_available_on_other_source",https://www.vitar.cz/revitalon-morsky-kolagen-drink-4-000-mg/,https://www.nasevitaminy.cz/revitalon-morsky-kolagen-drink-4-000-mg,form,https://www.nasevitaminy.cz/revitalon-morsky-kolagen-drink-4-000-mg
ready,100,keep_in_main_pim,Revitalon Vlasové sérum,Revitalon,Revitalon,49000003,8595011141733,215.2,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Kosmetika,Kosmetika,high,,ženy,,,,https://www.vitar.cz/revitalon-vlasove-serum/,https://www.nasevitaminy.cz/revitalon-vlasove-serum,,https://www.nasevitaminy.cz/revitalon-vlasove-serum
review,83,keep_in_main_pim,Vitar Klidný spánek,Vitar,Vitar,43200409,8595011145595,59.6,"Energie, stres, spánek","Energie, stres, spánek",high,Neurčeno,Neurčeno,low,,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/vitar-klidny-spanek/,https://www.nasevitaminy.cz/vitar-klidny-spanek,form,https://www.nasevitaminy.cz/vitar-klidny-spanek
separate_review,52,separate_vitar_sport_review,Energetické tablety,Vitar,Enervit,EN1018,,,Hořčík a minerály,Sport / VITAR Sport SBU,medium,Tablety,Tablety,high,,sport,,separate_vitar_sport_review,"missing_ean, missing_price, category_recommended_change, missing_need_states",https://www.vitar.cz/energeticke-tablety/,,,https://www.vitar.cz/energeticke-tablety/
ready,100,keep_in_main_pim,Hořčík - bez cukru - šumivé vitaminy,Vitar,Vitar,41300008,8595011119251,32.9,Hořčík a minerály,Hořčík a minerály,high,Šumivé tablety,Šumivé tablety,high,hořčík,,bez cukru,,,https://www.vitar.cz/horcik-bez-cukru/,https://www.nasevitaminy.cz/horcik-bez-cukru,,https://www.nasevitaminy.cz/horcik-bez-cukru
review,84,keep_in_main_pim,Vitar Hořčík 375 mg,Vitar,Vitar,00000023,,,Hořčík a minerály,Hořčík a minerály,high,Šumivé tablety,Šumivé tablety,high,hořčík,,,,"missing_ean, missing_price",https://www.vitar.cz/vitar-horcik-375-mg-1399/,,,https://www.vitar.cz/vitar-horcik-375-mg-1399/
ready,95,keep_in_main_pim,Vitar Hořčík 375 mg - ananas,Vitar,Vitar,41221102,8595011133073,87.0,Hořčík a minerály,Hořčík a minerály,high,Neurčeno,Šumivé tablety,medium,hořčík,,,,form_inferred_needs_check,,https://www.nasevitaminy.cz/vitar-horcik-375-mg-ananas,,https://www.nasevitaminy.cz/vitar-horcik-375-mg-ananas
ready,95,keep_in_main_pim,Vitar Hořčík 375 mg - mango,Vitar,Vitar,41220107,8595011127270,87.0,Hořčík a minerály,Hořčík a minerály,high,Neurčeno,Šumivé tablety,medium,hořčík,,,,form_inferred_needs_check,,https://www.nasevitaminy.cz/vitar-horcik-375-mg-mango,,https://www.nasevitaminy.cz/vitar-horcik-375-mg-mango
review,76,keep_in_main_pim,Vitar Magnézium 400 mg + vitamin B6 + vitamin C,Vitar,Vitar,00000024,,,Hořčík a minerály,"Energie, stres, spánek",medium,Prášek / sypká směs,Prášek / sypká směs,high,"vitamin C, hořčík",,,,"missing_ean, missing_price, category_recommended_change",https://www.vitar.cz/vitar-magnezium-400-mg-vitamin-b6-vitamin-c-1734/,,,https://www.vitar.cz/vitar-magnezium-400-mg-vitamin-b6-vitamin-c-1734/
ready,87,keep_in_main_pim,Vitar Magnézium 400 mg + vitamin B6 + vitamin C - grep,Vitar,Vitar,43200406,8595011136319,119.2,Hořčík a minerály,"Energie, stres, spánek",medium,Neurčeno,Prášek / sypká směs,medium,"vitamin C, hořčík",,,,"form_inferred_needs_check, category_recommended_change",,https://www.nasevitaminy.cz/vitar-magnezium-400-mg-vitamin-b6-vitamin-c-grep,,https://www.nasevitaminy.cz/vitar-magnezium-400-mg-vitamin-b6-vitamin-c-grep
ready,87,keep_in_main_pim,Vitar Magnézium 400 mg + vitamin B6 + vitamin C - mango,Vitar,Vitar,43200403,8595011135114,119.2,Hořčík a minerály,"Energie, stres, spánek",medium,Neurčeno,Prášek / sypká směs,medium,"vitamin C, hořčík",,,,"form_inferred_needs_check, category_recommended_change",,https://www.nasevitaminy.cz/vitar-magnezium-400-mg-vitamin-b6-vitamin-c-mango,,https://www.nasevitaminy.cz/vitar-magnezium-400-mg-vitamin-b6-vitamin-c-mango
ready,89,keep_in_main_pim,Vitar Vitamin D3 Forte 1000 IU,Vitar,Vitar,42200097,8595011135657,87.2,Hořčík a minerály,Hořčík a minerály,medium,Neurčeno,Tablety,medium,"vápník, vitamin D3",,,,"form_inferred_needs_check, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/vitar-vitamin-d3-forte-1000-iu/,https://www.nasevitaminy.cz/vitar-vitamin-d3-forte-1000-iu,form,https://www.nasevitaminy.cz/vitar-vitamin-d3-forte-1000-iu
ready,100,keep_in_main_pim,Vitar Vápník + hořčík + zinek,Vitar,Vitar,42200054,8595011119152,191.2,Hořčík a minerály,Hořčík a minerály,medium,Nápoj,Nápoj,high,"hořčík, zinek, vápník, vitamin D3",,eko/natural,,,https://www.vitar.cz/vitar-vapnik-horcik-zinek/,https://www.nasevitaminy.cz/vitar-vapnik-horcik-zinek,,https://www.nasevitaminy.cz/vitar-vapnik-horcik-zinek
ready,89,keep_in_main_pim,Vitar Zinek 15 mg,Vitar,Vitar,42300505,8595011141818,63.2,Hořčík a minerály,Hořčík a minerály,medium,Neurčeno,Tablety,medium,zinek,,,,"form_inferred_needs_check, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/vitar-zinek-15-mg/,https://www.nasevitaminy.cz/vitar-zinek-15-mg,form,https://www.nasevitaminy.cz/vitar-zinek-15-mg
ready,100,keep_in_main_pim,Vápník + hořčík + vitamin C - bez cukru - šumivé tablety,Vitar,Vitar,41300003,8595011104417,32.9,Hořčík a minerály,Hořčík a minerály,medium,Šumivé tablety,Šumivé tablety,high,"vitamin C, hořčík, vápník",,bez cukru,,,https://www.vitar.cz/vapnik-horcik-vitamin-c-bez-cukru/,https://www.nasevitaminy.cz/vapnik-horcik-vitamin-c-bez-cukru,,https://www.nasevitaminy.cz/vapnik-horcik-vitamin-c-bez-cukru
ready,100,keep_in_main_pim,Vápník + hořčík + vitamin C - bez cukru - šumivé tablety,Vitar,Vitar,41300010,8595011110654,99.9,Hořčík a minerály,Hořčík a minerály,high,Šumivé tablety,Šumivé tablety,high,"vitamin C, hořčík, vápník",,bez cukru,,,,https://www.nasevitaminy.cz/mix-6-sumivych-vitaminu-bez-cukru,,https://www.nasevitaminy.cz/mix-6-sumivych-vitaminu-bez-cukru
review,79,keep_in_main_pim,Vitar Betaglukan 150 mg,Vitar,Vitar,43200411,8595011146622,119.2,Imunita a nachlazení,Imunita a nachlazení,medium,Neurčeno,Neurčeno,low,betaglukan,,,,"missing_form, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/vitar-betaglukan/,https://www.nasevitaminy.cz/vitar-betaglukan-150-mg,form,https://www.nasevitaminy.cz/vitar-betaglukan-150-mg
ready,89,keep_in_main_pim,Vitar Probiotika pomeranč,Vitar,Vitar,43200407,8595011144512,119.2,Imunita a nachlazení,Imunita a nachlazení,medium,Neurčeno,Prášek / sypká směs,medium,probiotika,,eko/natural,,"form_inferred_needs_check, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/vitar-probiotika-pomeranc/,https://www.nasevitaminy.cz/vitar-probiotika-pomeranc,form,https://www.nasevitaminy.cz/vitar-probiotika-pomeranc
ready,93,keep_in_main_pim,Vitar Vitamin C,Vitar,Vitar,43700003,8595011100082,124.0,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Prášek / sypká směs,medium,vitamin C,,,,"form_inferred_needs_check, missing_info_available_on_other_source",https://www.vitar.cz/vitar-vitamin-c/,https://www.nasevitaminy.cz/vitar-vitamin-c,form,https://www.nasevitaminy.cz/vitar-vitamin-c
ready,93,keep_in_main_pim,Vitar Vitamin C + zinek,Vitar,Vitar,42200000,8595011109498,51.2,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Tablety,medium,"vitamin C, zinek",,,,"form_inferred_needs_check, missing_info_available_on_other_source",https://www.vitar.cz/vitar-vitamin-c-zinek/,https://www.nasevitaminy.cz/vitar-vitamin-c-zinek,form,https://www.nasevitaminy.cz/vitar-vitamin-c-zinek
review,83,keep_in_main_pim,Vitar Vitamin C + zinek + echinacea a šípek,Vitar,Vitar,42200063,8595011121575,76.8,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Neurčeno,low,"vitamin C, zinek, echinacea",,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/vitar-vitamin-c-zinek-echinacea-a-sipek/,https://www.nasevitaminy.cz/vitar-vitamin-c-zinek-echinacea-a-sipek,form,https://www.nasevitaminy.cz/vitar-vitamin-c-zinek-echinacea-a-sipek
ready,93,keep_in_main_pim,Vitar Vitamin C 1000 mg s rakytníkem,Vitar,Vitar,42201003,8595011133400,263.2,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Tablety,medium,"vitamin C, rakytník",,,,"form_inferred_needs_check, missing_info_available_on_other_source",https://www.vitar.cz/vitar-vitamin-c-1000-mg-s-rakytnikem/,https://www.nasevitaminy.cz/vitar-vitamin-c-1000-mg-s-rakytnikem,form,https://www.nasevitaminy.cz/vitar-vitamin-c-1000-mg-s-rakytnikem
ready,94,keep_in_main_pim,Vitar Vitamin C 300 mg + rakytník + zinek,Vitar,Vitar,43200404,8595011135701,,Imunita a nachlazení,Imunita a nachlazení,high,Prášek / sypká směs,Prášek / sypká směs,high,"vitamin C, zinek, rakytník",,,,missing_price,https://www.vitar.cz/vitar-vitamin-c-300-mg-rakytnik-zinek/,,,https://www.vitar.cz/vitar-vitamin-c-300-mg-rakytnik-zinek/
review,83,keep_in_main_pim,Vitar Vitamin C 500 mg s rakytníkem,Vitar,Vitar,42201106,8595011135831,92.0,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Neurčeno,low,"vitamin C, rakytník",,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/vitar-vitamin-c-500-mg-s-rakytnikem/,https://www.nasevitaminy.cz/vitar-vitamin-c-500-mg-s-rakytnikem,form,https://www.nasevitaminy.cz/vitar-vitamin-c-500-mg-s-rakytnikem
separate_review,41,separate_vitar_sport_review,PRE Sport,Vitar,Enervit,EN98534,,,Klouby a pohyb,Sport / VITAR Sport SBU,medium,Neurčeno,Neurčeno,low,,sport,,separate_vitar_sport_review,"missing_ean, missing_price, missing_form, category_recommended_change",https://www.vitar.cz/enervit-pre-sport/,,,https://www.vitar.cz/enervit-pre-sport/
ready,100,keep_in_main_pim,Vitar Super beta-karoten (120 tbl) s měsíčkem a sedmikráskou,Vitar,Vitar,42200091,8595011131901,199.2,"Krása, vlasy, pleť","Krása, vlasy, pleť",medium,Tablety,Tablety,high,,,,,,,https://www.nasevitaminy.cz/vitar-super-beta-karoten-120-tbl-s-mesickem-a-sedmikraskou,,https://www.nasevitaminy.cz/vitar-super-beta-karoten-120-tbl-s-mesickem-a-sedmikraskou
ready,100,keep_in_main_pim,Vitar Super beta-karoten (60 tbl) s měsíčkem a sedmikráskou,Vitar,Vitar,42200090,8595011131888,103.2,"Krása, vlasy, pleť","Krása, vlasy, pleť",medium,Tablety,Tablety,high,,,,,,,https://www.nasevitaminy.cz/vitar-super-beta-karoten-60-tbl-s-mesickem-a-sedmikraskou,,https://www.nasevitaminy.cz/vitar-super-beta-karoten-60-tbl-s-mesickem-a-sedmikraskou
review,84,keep_in_main_pim,Vitar Super beta-karoten s měsíčkem a sedmikráskou,Vitar,Vitar,00000022,,,"Krása, vlasy, pleť","Krása, vlasy, pleť",medium,Tablety,Tablety,high,,,,,"missing_ean, missing_price",https://www.vitar.cz/vitar-super-beta-karoten-s-mesickem-a-sedmikraskou/,,,https://www.vitar.cz/vitar-super-beta-karoten-s-mesickem-a-sedmikraskou/
ready,96,keep_in_main_pim,Vitar Vazelina - Aloe vera a bambucké máslo,Vitar,Vitar,43400003,8595011117424,87.0,"Krása, vlasy, pleť","Krása, vlasy, pleť",medium,Kosmetika,Kosmetika,high,,,,,missing_need_states,https://www.vitar.cz/vitar-vazelina-aloe-vera-a-bambucke-maslo/,https://www.nasevitaminy.cz/vitar-vazelina-aloe-vera-a-bambucke-maslo,,https://www.nasevitaminy.cz/vitar-vazelina-aloe-vera-a-bambucke-maslo
review,84,keep_in_main_pim,Vitar Vazelina - Extra jemná bílá,Vitar,Vitar,00000010,,,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Kosmetika,Kosmetika,high,,ženy,,,"missing_ean, missing_price",https://www.vitar.cz/vitar-vazelina-extra-jemna-bila-1546/,,,https://www.vitar.cz/vitar-vazelina-extra-jemna-bila-1546/
ready,96,keep_in_main_pim,Vitar Vazelina - Extra jemná bílá 110 g,Vitar,Vitar,43400001,8595011105940,79.0,"Krása, vlasy, pleť","Krása, vlasy, pleť",medium,Kosmetika,Kosmetika,high,,,,,missing_need_states,,https://www.nasevitaminy.cz/vitar-vazelina-extra-jemna-bila-2,,https://www.nasevitaminy.cz/vitar-vazelina-extra-jemna-bila-2
ready,96,keep_in_main_pim,Vitar Vazelina - Extra jemná bílá 1kg,Vitar,Vitar,43400006,8595011120080,339.0,"Krása, vlasy, pleť","Krása, vlasy, pleť",medium,Kosmetika,Kosmetika,high,,,,,missing_need_states,,https://www.nasevitaminy.cz/vitar-vazelina-extra-jemna-bila-1kg,,https://www.nasevitaminy.cz/vitar-vazelina-extra-jemna-bila-1kg
ready,96,keep_in_main_pim,Vitar Vazelina - Extra jemná bílá 400g,Vitar,Vitar,43400005,8595011120066,179.0,"Krása, vlasy, pleť","Krása, vlasy, pleť",medium,Kosmetika,Kosmetika,high,,,,,missing_need_states,,https://www.nasevitaminy.cz/vitar-vazelina-extra-jemna-bila-400g,,https://www.nasevitaminy.cz/vitar-vazelina-extra-jemna-bila-400g
review,83,keep_in_main_pim,Vitar Ginkgo Biloba,Vitar,Vitar,42200076,8595011125344,195.0,Močové cesty,Močové cesty,medium,Neurčeno,Neurčeno,low,"hořčík, ginkgo",,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/vitar-ginkgo-biloba-forte/,https://www.nasevitaminy.cz/vitar-ginkgo-biloba-forte,form,https://www.nasevitaminy.cz/vitar-ginkgo-biloba-forte
ready,89,keep_in_main_pim,Vitar Kanadské brusinky AKUT 500 mg,Vitar,Vitar,42201105,8595011135800,88.0,Močové cesty,Močové cesty,high,Neurčeno,Kapsle,medium,brusinky,,,,"form_inferred_needs_check, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/vitar-kanadske-brusinky-akut-500-mg/,https://www.nasevitaminy.cz/vitar-kanadske-brusinky-akut-500-mg,form,https://www.nasevitaminy.cz/vitar-kanadske-brusinky-akut-500-mg
ready,96,keep_in_main_pim,Vitar Soda (prášek),Vitar,Vitar,43700002,8595011100099,55.0,Močové cesty,Močové cesty,medium,Prášek / sypká směs,Prášek / sypká směs,high,,,,,missing_need_states,https://www.vitar.cz/vitar-soda-prasek/,https://www.nasevitaminy.cz/vitar-soda-prasek,,https://www.nasevitaminy.cz/vitar-soda-prasek
ready,96,keep_in_main_pim,Vitar Soda (tablety),Vitar,Vitar,43700001,8595011100068,65.0,Močové cesty,Močové cesty,medium,Tablety,Tablety,high,,,,,missing_need_states,https://www.vitar.cz/vitar-soda-tablety/,https://www.nasevitaminy.cz/vitar-soda-tablety,,https://www.nasevitaminy.cz/vitar-soda-tablety
ready,93,keep_in_main_pim,Vitar Vitamin K2 + D3 + B1,Vitar,Vitar,42200098,8595011145243,151.2,Močové cesty,Močové cesty,medium,Neurčeno,Tablety,medium,"vápník, vitamin D3, vitamin K2",,,,"form_inferred_needs_check, missing_info_available_on_other_source",https://www.vitar.cz/vitar-vitamin-k2-d3-forte/,https://www.nasevitaminy.cz/vitar-vitamin-k2-d3-forte,form,https://www.nasevitaminy.cz/vitar-vitamin-k2-d3-forte
separate_review,52,separate_vitar_sport_review,Energetické nápoje,Vitar,Enervit,EN96540,,,Nápoje a pitný režim,Sport / VITAR Sport SBU,medium,Nápoj,Nápoj,high,,sport,,separate_vitar_sport_review,"missing_ean, missing_price, category_recommended_change, missing_need_states",https://www.vitar.cz/energeticke-napoje/,,,https://www.vitar.cz/energeticke-napoje/
separate_review,52,separate_vitar_sport_review,Iontový nápoj,Vitar,Enervit,EN1017,,,Nápoje a pitný režim,Sport / VITAR Sport SBU,medium,Nápoj,Nápoj,high,,sport,,separate_vitar_sport_review,"missing_ean, missing_price, category_recommended_change, missing_need_states",https://www.vitar.cz/iontovy-napoj/,,,https://www.vitar.cz/iontovy-napoj/
separate_review,52,separate_vitar_sport_review,Proteinové nápoje,Vitar,Enervit,EN92702,,,Nápoje a pitný režim,Sport / VITAR Sport SBU,medium,Nápoj,Nápoj,high,,sport,,separate_vitar_sport_review,"missing_ean, missing_price, category_recommended_change, missing_need_states",https://www.vitar.cz/proteinove-napoje/,,,https://www.vitar.cz/proteinove-napoje/
separate_review,52,separate_vitar_sport_review,Regenerační nápoje,Vitar,Enervit,EN1130,,,Nápoje a pitný režim,Sport / VITAR Sport SBU,medium,Nápoj,Nápoj,high,,sport,,separate_vitar_sport_review,"missing_ean, missing_price, category_recommended_change, missing_need_states",https://www.vitar.cz/regeneracni-napoje/,,,https://www.vitar.cz/regeneracni-napoje/
ready,96,keep_in_main_pim,Vitar Rehydratace Active + probiotika sypká směs,Vitar,Vitar,43601003,8595011144949,76.0,Nápoje a pitný režim,Nápoje a pitný režim,high,Prášek / sypká směs,Prášek / sypká směs,high,probiotika,sport,eko/natural,,missing_need_states,https://www.vitar.cz/vitar-rehydratace-active-probiotika-sypka-smes/,https://www.nasevitaminy.cz/vitar-rehydratace-active-probiotika-sypka-smes,,https://www.nasevitaminy.cz/vitar-rehydratace-active-probiotika-sypka-smes
ready,96,keep_in_main_pim,Vitar Rehydratace Active + probiotika šumivé tablety,Vitar,Vitar,41201001,8595011145915,95.2,Nápoje a pitný režim,Nápoje a pitný režim,high,Šumivé tablety,Šumivé tablety,high,probiotika,,eko/natural,,missing_need_states,https://www.vitar.cz/vitar-rehydratace-active-probiotika-sumive-tablety/,https://www.nasevitaminy.cz/vitar-rehydratace-active-probiotika-sumive-tablety,,https://www.nasevitaminy.cz/vitar-rehydratace-active-probiotika-sumive-tablety
separate_review,37,separate_vitar_sport_review,Aminokyseliny,Vitar,Enervit,EN92730,,,Ostatní / nezařazeno,Sport / VITAR Sport SBU,medium,Neurčeno,Neurčeno,low,,sport,,separate_vitar_sport_review,"missing_ean, missing_price, missing_form, category_recommended_change, missing_need_states",https://www.vitar.cz/aminokyseliny-enervit/,,,https://www.vitar.cz/aminokyseliny-enervit/
separate_review,52,separate_vitar_sport_review,Energetické gely,Vitar,Enervit,EN1020,,,Ostatní / nezařazeno,Sport / VITAR Sport SBU,medium,Kosmetika,Kosmetika,high,,sport,,separate_vitar_sport_review,"missing_ean, missing_price, category_recommended_change, missing_need_states",https://www.vitar.cz/energeticke-gely/,,,https://www.vitar.cz/energeticke-gely/
